..3....8..5.1....66....74....8.9..4.7....5....1.6..8.....9...2.....2...8..2...3.4  11.9 11.9 11.3   
12....7....7....63....7.....4.9....8.....8.....1.2.6..5....7.96...5...4...2.6.3..  10.6 10.6 07.6   
12....7....7....36....7.....4.9.3..8.....8.....1.6.3..5..6...9....5.4..3..2.3.6..  10.6 10.6 07.6   
12...6.....7...2...8..2...4..1...9.8.3..9..4......53.......7.2..9..3.4....65....3  10.6 10.6 07.6   
..3.5.7.....7...2.....31..5..759...1..51....29....3........8....4.....6...23....7  10.6 10.6 07.2   
.......8..56..91..7...3...62....4....67.....4.3..7.2....85..........1.9.6...4...2  10.6 10.6 07.1   
...4.6..94......3...9.3.5...1...3...3...4..159...6...35...9...6..2...8.......7...  10.6 10.6 07.1   
..3..6....5.7...3.78......62...9..1...56....8.....24...4...........179....75....3  10.6 10.6 07.1   
..3.5.7.9...7..1.......3.5...15...9.6.....4...4...8..2..91...7......2...8...6....  10.6 10.6 07.1   
.2..5.7..4....9.....8..3..4.3.....756.....3....5.3...2..98...1..7..6.2.......1...  10.6 10.6 07.1   
.2.4..7.........23..8....4...5.......3.6....79...182...4.2...7.5.....6....1.9....  10.6 10.6 07.1   
1.....7....71.9...68..7......8.1.6..5....3..2.....7.5...1.9.8...4.2............43  10.6 10.6 07.1   
1.....7....71.9...68..7......8.1.6..5....3..2.......5...1.9.8...4.2........7...43  10.6 10.6 07.1   
1...5.........9..6.8.3..4....5.......6.8....494..12....3.7...4...2...3.8......6.7  10.6 10.6 07.1   
1..4....9.56..9.......1..6...7...6..6....4.9.....3...2...8.....5....1.4.9....5.18  10.6 10.6 07.1   
1.3...7....6.......8..3...6.1.5...7...8.6...3.....29...4.9..2..8...1...4.......5.  10.6 10.6 07.1   
12......9..6......79..1..6...9.7...65..8..3...8...4.....2.9...7...3...5.......4..  10.6 10.6 07.1   
12......9..6......79..1..6......8.5...9.7...2......3..5....48...4.3.......7.2...6  10.6 10.6 07.1   
12.4......5...9.2...9...4...3...........3.6....15...9...52...1.8...6...7.....78..  10.6 10.6 07.1   
........94...8..3...62..1......9..7..1.5.26....46.....3.......8.7.........2..15..  10.6 10.6 06.7   
.....6..9....8.1..7......65....4.......9.2...9....5.72..4...3..6....7.5..3..1....  10.6 10.6 06.7   
.....6..94.....12.....3.5...6.8.....5...1..3...9..7...3...2.4...8...4..7.......1.  10.6 10.6 06.7   
.....6.894...8.2...9.....1..7...1.6.5..2..3...........3..5.......5.4.....1...7..8  10.6 10.6 06.7   
.....6.8.4..1..2......3.1..2..3......8...5..7..9.1......6.....8.7.....5.9...2.3..  10.6 10.6 06.7   
.....6...4...8......92..5.......8....7.9..41.6...4...3..2...9..8....3..4.1.....7.  10.6 10.6 06.7   
...4....9..6.8.1.......3.5..3.5....4..1.7.8..9..........21....7.6...72..8...2....  10.6 10.6 06.7   
...4...8.4.......6.9..7.1..2..6...5..7..9.....1...3.......613.....5....28......6.  10.6 10.6 06.7   
..3..6.8.4..7......9..31...2.....4.....5....7.6...8.1.5.......6.8..9..3.......2..  10.6 10.6 06.7   
..3.5...94..1......8...2.1.2......4..7.........1.6...5.....8.7...59..6.....63...1  10.6 10.6 06.7   
..3.5..8.......1...9.2....4..7..8.5....1..4...6......2.1.6..9..5...7......9..3...  10.6 10.6 06.7   
..3.5.7..4....9....8.2.......6.7..5..4....1..9....4..8.7..6.5..5.......2..1....3.  10.6 10.6 06.7   
..3.5.7..4....9.6..8.3.......5...8...1..3....9..6...2..7..1.5.....2...9......4...  10.6 10.6 06.7   
..3.5....4.......6.89...1...1..3.9.....6...2......4..7..5.1.8..7..2....5.9.......  10.6 10.6 06.7   
..34....9....8.2..6......1...8.3.9..7....1....6.....5.....2.8..5....7.....29....4  10.6 10.6 06.7   
..34....9....8.1...7...1.6.....7..1..6...82..9..5......8..6..2.5..........4.....3  10.6 10.6 06.7   
..34....9.5.......6....71..2...9..7...8.......4.3....8....6..2....5....39....16..  10.6 10.6 06.7   
..34...8..5...92...........2....5....7....9....63....4...6...1......75....8.1...3  10.6 10.6 06.7   
..34......5...9...6....7.1.....4...8.6...1.5....2..3...1....5....28....47......9.  10.6 10.6 06.7   
..345.7..4....9......2......6...4.1...7.2.......8..3....23..5...1.....6.9.......4  10.6 10.6 06.7   
.2.4...8......9..6....3.1...4.......6.....9....85...2..7.2.......4..8.7.9...1...3  10.6 10.6 06.7   
.2.4...8...7..9..66.....1....6..1..5.4..2..9..........5....79......3..2..3.8.....  10.6 10.6 06.7   
.2.4...8...6..9...7.....5...3.5..8.......7.4.9...1...5....6..2..4.3....8..1...3..  10.6 10.6 06.7   
.2.4.......6.8.1..7....3..5..8......3....7.5..4..2.3.........97.6.....1.9....15..  10.6 10.6 06.7   
1.......9..7.8..6....3..5..2..5....1.6...8.4.......3..5..9......7...4.....4.6..2.  10.6 10.6 06.7   
1......8...67....2.8..3......4..5..7.3....8..9...........6....5....9..1...75.46..  10.6 10.6 06.7   
1....6.8...7.......9..2...4..6..7.5.....4...2......3...3..9....8..5...7...5..1..8  10.6 10.6 06.7   
1....67....71...3.....7...4..6.4.3...9......28....5...5..8..........2.9...4.1.6..  10.6 10.6 06.7   
1....67...5.1.......8.2.....3.7..6.............4.9...2........8..2.4..9..6...35..  10.6 10.6 06.7   
1...5.7.......9.3...6.....4..8......3....7.1..6.8....25...3..9..8.........42....1  10.6 10.6 06.7   
1...5.7...5.........9..2..4...9.8.....62...9.....7.1..3..........8..4..2.7....3.8  10.6 10.6 06.7   
1...56..9.......2...81..5...693....53....4.........2..5..9....6..4.78....7.......  10.6 10.6 06.7   
1.34......5...92......3..4.........77......1..6...59....6.9.8...8.6.......2..8..5  10.6 10.6 06.7   
......7....6.8..2.79.2...6...78..6...1.....5.....4....3..........96..2....297.83.  10.6 10.6 06.6   
......7..4...8......91...6...19.3.5.3.........956...2......1.9...2.....59..5..2.6  10.6 10.6 06.6   
.....6..9..678..3..8..3.....3...8.9...4.....1....2.....9...746.5.........6...3.7.  10.6 10.6 06.6   
.....6.....678...27..21....2....8..6.......5..9.5..3...7..4..9.8....7..1.3....4..  10.6 10.6 06.6   
....5...9..6...1...9...1.45.1..6.9....7..2..........3..6..9.4..8.........4..135..  10.6 10.6 06.6   
..3.5...9...7..1.37......5.2...64.....59...1.........6.4...28....13...9.8........  10.6 10.6 06.6   
..3.5..8.4...8.2...8.7....5.6..7...1.......2.9....13...1...7..6...8.......4.6..9.  10.6 10.6 06.6   
..3.5.7.......9....8.1....6.1..4......86....36..........2..49..8..39...2....7..5.  10.6 10.6 06.6   
..34....9....8....68.....1......7.....53....4.1....67..9.2..5......94..2..2.35.9.  10.6 10.6 06.6   
..3......4....92...8..7...42....5..1..5.6..9..6....52.5....4.1..7..3.......8.....  10.6 10.6 06.6   
..34...8..........7....2..6..59..4..6....7....7..1.....1..9...2..98..3........95.  10.6 10.6 06.6   
..34..7......8...6.....2.1..4...1..8....6..2.9.5........4......7..9..5...3..2..67  10.6 10.6 06.6   
.2...67.......9.2...91....4..45....13.....6......71.3.........8..8.15...94.8.....  10.6 10.6 06.6   
.2.4...8......9...7...3......7...6...4.6....86....54...1.2..8....2..3..19.5.....2  10.6 10.6 06.6   
.2.4...8......9...7...3......7.4.6..6....54...4.6....8.1.2..8..5.9.....2..2..3..1  10.6 10.6 06.6   
.23..6....5.1.....8...2..4.2...7..9...1..5....6....3......9.478.........7.....9.2  10.6 10.6 06.6   
.234............2.7....35....9..8..7.3....8..8......953....59.....1....6.41.6..5.  10.6 10.6 06.6   
1....67......8..3....2....4.75...6...1...7...9..62....5.....9......4...8..93...2.  10.6 10.6 06.6   
1....67....7.8...6.6.2............9..1...2..79.4...3..3.....54..8...1..2...5.....  10.6 10.6 06.6   
1...5..8......9..6...3..4...9......3..8.1.95.7.....8..5...2....8.2....7..4.6.....  10.6 10.6 06.6   
1...5..89.5.7...2..........2.....6...9..2..188....3..............2.9..5191...4..7  10.6 10.6 06.6   
1...56........9.6..8.7..........5...3...6..92.4.2..8..5....3.1...2.....7.3......4  10.6 10.6 06.6   
1.3.5.7.......9....8.2....4....3..7..7.6..4.........62..5.......6.7...4.9....18..  10.6 10.6 06.6   
.....678...6.....37...3.5....1......6....8..5.9....24...29.....5....3..7.4..1....  10.6 10.6 04.4   
1....67...5..8......92......1.......3......47.....76.35....34....25......8..9..5.  10.6 10.6 03.8   
1....67...5..8......92......1.......3......47.....73.65....34....25......8..9..5.  10.6 10.6 03.8   
........9..71...6.8....25....17....6.......92.4...83..5...4......69......3...5...  10.6 10.6 03.4   
........9..67...3..8...15...9...5..1..76...2.......4..3..52......23......4...8...  10.6 10.6 03.4   
........94...8.2...6.7...5.2....4.....8.1.....9.5....3...6...9...1..34...7......5  10.6 10.6 03.4   
........94......2..8.1..5..2...4.....9.6....8..7..3.....59....1.6....9.5....7..3.  10.6 10.6 03.4   
.......8....7....3..9..25...45.9....3..8.......1.24.....4.1.9..6......7......52..  10.6 10.6 03.4   
.......8...6.8.1.2...2..5.6..18...5.3....4....7...39....86...1..4..7....9........  10.6 10.6 03.4   
............7.9.3...9132....6...4.....1.7..2.8..9....55.....6....2.9..1..4......8  10.6 10.6 03.4   
......7....67...23....2..64.1...5..88..9.......4.7.3....2.4.6..5.........9...1...  10.6 10.6 03.4   
......7..4....9.3...82....5.8.6.......5.1...29......4..1.5....8.....73....2.6....  10.6 10.6 03.4   
......7..4...8...6.....3.1.2.4.6......8.2...4.1...5.....2.9...88.....3...7.....5.  10.6 10.6 03.4   
......7..4.......6..92...5...58.1....1...5.9.7...6......2..8.1..4......39...3.4..  10.6 10.6 03.4   
...........71....6.9...35......1..7.3....58.....2....158.........26....89....84..  10.6 10.6 03.4   
.....6..94...8..3....1..5..2..3.......8.2..7..9...5....1....6..8.4....2...2.7.4..  10.6 10.6 03.4   
.....6.8...6.8.2.1.8.1..5...7..4....3.......7..86...2...25...1..4...39..9........  10.6 10.6 03.4   
.....6.8...6.8.1.2...2..5....85...1.3...7.....4.........58...2..7..4.9..9....3...  10.6 10.6 03.4   
.....6.8...6.8.1.2...1..5....16...5..4..7....9........3....4.....58...2..7...39..  10.6 10.6 03.4   
.....6.8.4..1..2.6....3.1....5.....73...4.9...6......8.7...8.....192....9..3.....  10.6 10.6 03.4   
.....6.8....1......9..7...42...9...7..6..51...3.....2.3.......2.7..4......18...5.  10.6 10.6 03.4   
.....6.8....1....3....7.1.4.1..9...773....4....5....2...6..2....7..4.9..8..5.....  10.6 10.6 03.4   
.....67......8...3.9.1...4......36....52...1.....7...83.........71....9..425.....  10.6 10.6 03.4   
.....6......78...37..23.6..2....7..8.4.....9...5.1....3....8..2..9...4...1.....5.  10.6 10.6 03.4   
.....67...5.7....3....3..452.......8.7..6.5....81.......1..2.9..6..4.3..9........  10.6 10.6 03.4   
.....67..4...8..3...92.....2...4......89......7...3.5.......16..6...5..38.....57.  10.6 10.6 03.4   
.....67..4...8..2....3..1...7.9....1..9.4..5.5....1....6....3..8.5....9.9...2....  10.6 10.6 03.4   
.....67..4......23..9.3...42...9...1.......3..6.5..8.....8......7...5.....1.2..4.  10.6 10.6 03.4   
.....67.....1...3...8.2...4.4...7.6.5...6...2...3..1....5.9...88.26.....9........  10.6 10.6 03.4   
.....6....5.7....27...3......15...97.9.....1.8.....4...7.2....16...4......2..83..  10.6 10.6 03.4   
.....6...4...8......93..1..2....7..6.1....9....5....3......4..28...2.6.4...5..3..  10.6 10.6 03.4   
....5...94....9.....82...6...1....3.......9.7.3.8..21......7...5...4......23..8..  10.6 10.6 03.4   
....5...94....91....82...6...1....3.......9.7.3.8..21.....4....5....7.....23..8..  10.6 10.6 03.4   
....5..8..5.18...6.....34..2.....9...8.7...6...9.....13..........45.2....1..6..7.  10.6 10.6 03.4   
....5..8.4....92...8..........6...51..6.1....7....39...7....4...34..7..29..2.....  10.6 10.6 03.4   
....5..8....1.9..6...3..4..2......7..1...49...3.9.......2....5.8...7.....6...31..  10.6 10.6 03.4   
....5..8....1.9.3..6.3..1..2......5...4.....2.7.6..3...3...19....8.4..2..........  10.6 10.6 03.4   
....5.7.......9.2..8.1....6.4......1..5.2.9.......7.5.3.1.....8......3..8643.....  10.6 10.6 03.4   
....5.7...5.1...36.....3..1.1...73....4.....88...2......2....9..6...51..9...4....  10.6 10.6 03.4   
....5.7.....1.9.3.6..2......7......83..6...9...5...4....8.4.....1.9..8..9....1.2.  10.6 10.6 03.4   
...4....9....8.1...9..31.4..1.3..8....5.....27....5....3.1..9..6.......7..2.6....  10.6 10.6 03.4   
...4...8......92..6...3...5.35.1....7.........165....73...6...1..8...9.......2.4.  10.6 10.6 03.4   
...4...8.....8...37....35...1.....9.3....72..5.....3.66....5..2....9.....4.1.....  10.6 10.6 03.4   
...4...8...7..9...6...3.5..2...1.6....4..8....1......33.......2...7...9.....6.1.5  10.6 10.6 03.4   
...4...8...7..92..6...7....2....76....9.1.....8......5..1.2.9..........3.4.3...5.  10.6 10.6 03.4   
...4...8...7.8...6.....35....46....75.........9..2.1..3....5....1....9....68...2.  10.6 10.6 03.4   
...4..7.......9.3...8.2...4.1..6......4.....89....75..3....5.9..6..1...2..1......  10.6 10.6 03.4   
...4..7......89..3.9..3..4.2........34.8....7.8.3....45...1.....7.9....8......6..  10.6 10.6 03.4   
...4..7......89.3..8..3...4.7.3...9......5...5.1...2..6..........2.6...1.4.8...7.  10.6 10.6 03.4   
...4..7......89.3..8..3...4.7.3...9...1..5...5....82..6..........2.6...1.4.8...7.  10.6 10.6 03.4   
.........4.6....2..8.1..5.....5.89...3...1.......7..4...2....7.5...6...2.9.8..3..  10.6 10.6 03.4   
...45....45..8...6..9..2.........1..8...6...4.1...7.2.3..5....8..1....7.......9..  10.6 10.6 03.4   
..3....894...8..3..6....1...7.6.......4.3...29....5........1......7..5.3..2.9..4.  10.6 10.6 03.4   
..3....8.45.1......6...7..4...5.4..7....2.3.........2...2.9....6........71.6....5  10.6 10.6 03.4   
..3...78..5.......7.9.2....2...7.3...6.5..........4..1...6....4..8.3.9.......1.5.  10.6 10.6 03.4   
..3..6..94...8.2.....3.....2.8.1..5.......8.2.6......75...2.4...3.9..........7..1  10.6 10.6 03.4   
..3..6..9...1..2......7..4...6..7..8...2...7..7..4.1..39...8...568.....3.........  10.6 10.6 03.4   
..3..6.8....78.......13.5..2...6......78...1..9......4.4....9..5.......2..8.7..3.  10.6 10.6 03.4   
..3..6.8.4..1......9..7........9...4..5....2......356...2..86..7.......1.6.7...5.  10.6 10.6 03.4   
..3..6.8....1..2......7...4...9....7.1..4....9....8.6..4.2.....5.6..3...8......9.  10.6 10.6 03.4   
..3..67...5.1.....6...3..1...8.4.3.....9...2..7......5.9.....7...4..86.....2....1  10.6 10.6 03.4   
..3..67..4...8.2...9.7....5.4.9...7.8....4.....6.3.....1.5..9.........2...4....51  10.6 10.6 03.4   
..3..6...4...8.....9.2...5........7...8...3...1.5....2...9...17.7..2..9.....4.6..  10.6 10.6 03.4   
..3..6...4...8.....693..1...9...56..........17...4..2.....2...8..5..13..........7  10.6 10.6 03.4   
..3..6...4.6.8.1...8.1......4...36.........7...75....2.6...18.....2...9.9.......5  10.6 10.6 03.4   
..3..6...4.6.8.1...8.1......4...13.....5...9...7.....5.......2..6...34..9..2....7  10.6 10.6 03.4   
..3.5...94..1......8...7....1.8.............2..6.9.5....2...6.37...3...5.3...4.7.  10.6 10.6 03.4   
..3.5...94.....1...8.....6....8.....5...7...3..7..2....1.6..4......2..9...2..3..5  10.6 10.6 03.4   
..3.5...94..1......8.....1.2...9...5...8...7......16...6.7.......4.....39.5.2....  10.6 10.6 03.4   
..3.......5...91..7..2..........8.5.....4.9...4.5...18.9...58..6...7......23...6.  10.6 10.6 03.4   
..3.5...9...1..2.......7.4...6.....5.....417..7.2.....36......8..59.....89..6....  10.6 10.6 03.4   
..3.5.7.......9...8..2.......5..49..6.......1.8......2.1.6.......4.97.1......53..  10.6 10.6 03.4   
..3.5.7............8.1...6.2....5....9.8....1..5.7.....4.9....6.......989....32..  10.6 10.6 03.4   
..3.5.7..4....9....8.2........7..16......4..8..5.1.3...9......2.....76....6.3..1.  10.6 10.6 03.4   
..3.5.7..4.7.....6.8.....1...5.7...4...9..8.......2...3...4...7.9...1.2...6......  10.6 10.6 03.4   
..3.5.7..4.......2.8.....4.....9.3....71.....9....8.6..6...2..8....3......19..5..  10.6 10.6 03.4   
..3.5.7..4.......1.9.2......1.....9...7..58..6..3......6...8.......7...4..25..3..  10.6 10.6 03.4   
..3.5.7.....1....68....3.....4..8....6.9...2.5...3.4....5..78.........9..1......2  10.6 10.6 03.4   
..3.567..4..7....3.......6...75...3.......2....43.7.5...56...4.....1.8..9........  10.6 10.6 03.4   
..3.5....4....9....8.7...1...6....7....6..1.8.1......2.7.8...2......35..93..4....  10.6 10.6 03.4   
..3.5....4....92...9.7...1...5.3.....7.6....29....4....1.8....7..9.....8.......61  10.6 10.6 03.4   
..34....9....8.2..6....7.1..3.....6..1..9.8.....2....4.7.8.....56.........1..5.7.  10.6 10.6 03.4   
..34....9..7..9.3.6.....1..........7....6.5.....7.2.9..8..1....5.....8....2..3..4  10.6 10.6 03.4   
..34....9.5....2..6....7...2.....5....98....1.7.....6...439........48..3.......1.  10.6 10.6 03.4   
..34....9.5....2..6...2..4..389.....7...1......5.....8....7.6.......2.1..4.5....3  10.6 10.6 03.4   
..34....94.....2...8..7..1......7...3..2..5...6..1.........8.6...2...9..9..5....3  10.6 10.6 03.4   
..34...8......9..6....7.1...7..6....8.43.......5....2..1....9..5..8...4...2.....5  10.6 10.6 03.4   
..34...8......9...6...3...12....5....7.....9...6.1...3.6..7...27.....8....15...4.  10.6 10.6 03.4   
..3......4...8.....9.1....6.1...7.5....6...97....2.3...6.9...7.8..........2..84..  10.6 10.6 03.4   
..34..7...5...9..2....1..4.......46..9......88....59.7.7...85....16.........3....  10.6 10.6 03.4   
..34..7...5..8...6.....2....6...1...7..9..3.......5..2.1......8..4...9..9..5...4.  10.6 10.6 03.4   
..34.6....5..8...6...2...1.....9......43...2.8.......7.7....8....2..1.6.9.......5  10.6 10.6 03.4   
..345.........9....9.13.5..2.......8.8..7..6...4..13..6.......2..1..59.........7.  10.6 10.6 03.4   
..34......5...9...6...7..1.2...1...7.9.3.......4..5.......6..518......72........8  10.6 10.6 03.4   
..345...9.5.1.....9....7...2.....6.......8.7..1.9....5.......2.6.....8...4..3...1  10.6 10.6 03.4   
..3......45...9..379.....4...4..7.9.....6...1.8....2......2......5..3.7....1..8.6  10.6 10.6 03.4   
..34......5...92..8...3.......6....8.....519..1.....4.......9....63....7.4...2.5.  10.6 10.6 03.4   
..34......5..892..89.......2....86.....7....4.......1........7..6...58....1.7...3  10.6 10.6 03.4   
.2.....8...6...2..7....3..5.1.9.....3.7.4...6..4..7...5....4..3...8..1......7..9.  10.6 10.6 03.4   
.2.....8.4.......3..97..5.....59.6....1.6.........8..2..5.1.9..8.........3...4...  10.6 10.6 03.4   
.2....7.9..71....6....2..4.2...3......19....8.4...5.....68..9..........7.3.....5.  10.6 10.6 03.4   
.2....7.......9132..9........8.4.....9...7.2.6..5.....5..8..........2.1...4.6...8  10.6 10.6 03.4   
.2....7..4....9..6....3.51...86....5.......7..3..2.1....5..4....7..1.9..9..8.....  10.6 10.6 03.4   
.2....7..4...8...6.6...3.1.2......5..85.9...49.........9.7.....6...4...8.....13..  10.6 10.6 03.4   
.2....7..4.67.....7.8..2..4....9.3...6.2....8.....5.1..4.8....7..1....5......39..  10.6 10.6 03.4   
.2...6..94...8..3.......5.......7..17......5...1.3.87.3...7.4...1.9.......6..2...  10.6 10.6 03.4   
.2...6.......8.1....9...5.4..8.1...5......4...6.3...7...5.4.9..7.........3...2...  10.6 10.6 03.4   
.2...6.....71.....6...32..4.......1...5...9...8..2...6.7..64..8...9..5.........7.  10.6 10.6 03.4   
.2...6...4.7.8....8.....1.......5..3...6...2...4.1.8.......3..57......6.9.8...4..  10.6 10.6 03.4   
.2...6......1.9.3.....7.5....4...8..7.......5.3.9...1...8...4...6...2.9....3....7  10.6 10.6 03.4   
.2..5...94.6..9......2...6...1.7..........3.7.9...4.5.3..8....1.6...5.2.......8..  10.6 10.6 03.4   
.2..5.7..4.67..........2..4..8...3...7.6....5....1...........9..4.5....2.6.2..8.7  10.6 10.6 03.4   
.2..5....45...91....91........3....8..5.1.2.......7....7.8...6.6.......3..4.2.9..  10.6 10.6 03.4   
.2..5.......1....68..3.7.....4...5..3..6....7.9.....2...8.4..9.7....1..3...8.....  10.6 10.6 03.4   
.2.4....9....8......6..31......1.3...4.7...6...8..5....7.6....2..5...8..9......7.  10.6 10.6 03.4   
.2.4....9..7.8....6....3.....8..7..43...6.......9...2.7......51.1.5..9.........42  10.6 10.6 03.4   
.2.4....9..7.8....6....3.................76...9.2...513.....8...4.5...2...2....14  10.6 10.6 03.4   
.2.4....9..7.8..3.6........2.......4.6.9.......5..31......7.8...1.6....27....1.5.  10.6 10.6 03.4   
.2.4....9..7.8.2..6........2...1.6.......5.4....9....37....81..8.6.7.....3.5.....  10.6 10.6 03.4   
.2.4....9..7....3.6.....5....5....7.3....16...4..2...1.9...4..8...8........29....  10.6 10.6 03.4   
.2.4....9..7....3.6.....1...8.5....4..68.4......9.2...3......7...1...6...6...8..2  10.6 10.6 03.4   
.2.4....9.......237.......4..1..8...5...7.....3.9....6..8..5....4.3...9.....1.6..  10.6 10.6 03.4   
.2.4...8...7..9..36........2..5..6...4.....2...1.3...5.....1..7....9.....8.6...5.  10.6 10.6 03.4   
.2.4...8...6..9...7...3.....1....4.....1....28....5.1.3....7.......649...4.8...5.  10.6 10.6 03.4   
.2.4.......7..9...6...3.5......1.8..5.....6.3..9....2.3...6...8.....81.....7...4.  10.6 10.6 03.4   
.2.4.......7..9...6...3..1...4......3...6.5...8...4..25....193.....9..5....8....7  10.6 10.6 03.4   
.2.4..7.......9.3.....7...1..8......3....5....1..6...2..5..86...6....1.49......5.  10.6 10.6 03.4   
.2.45....4....9.3....37........4.8...6......19..7...5..1......85...3..7...2...6..  10.6 10.6 03.4   
.2.4........1.92..6......5...8....6.5.......7.1.3..9..3...7...8...9......4...13..  10.6 10.6 03.4   
.23..67...56....2.7........2....3.5.....1.9.....8....4...9....1.8..4....6....5.3.  10.6 10.6 03.4   
.23..67...5.....3.7.......6..8...9..3....2.6.....4...85....7.2..1.9....4....1....  10.6 10.6 03.4   
.23..6....567...3.7...........1..8..5....7.6...8.9...13....5.2..4..7.9......4....  10.6 10.6 03.4   
1.......9.....9.2...8.3.5..2......1...58..4..........7..4.6.......9.7....6.54.8..  10.6 10.6 03.4   
1......8...7...2.6...3.......69..5.....62...3.8...4....4..6..9...52....79....1...  10.6 10.6 03.4   
1......8...678...3....3..6............832..7..4......2..287.6..........79....5.3.  10.6 10.6 03.4   
1......8..5...92..6.......1....34...7..6......3...25....18...7.5.........4..2.9..  10.6 10.6 03.4   
1.....7......8...6..92...5...5..4....3.5...9.8...6..........1...4...3.2.9...7...8  10.6 10.6 03.4   
1.....7....6.8.1...89....6..3...4......2..4..9...7..1......5.....23....58...6..7.  10.6 10.6 03.4   
1.....7...5..8..6......3..4.8.9.....7....48....6.2....3....1.57......4....95...2.  10.6 10.6 03.4   
1....6..9..7...2.....2...5...57...4.6....1....9..3......48..5..5......2.....9...3  10.6 10.6 03.4   
1....6.8...7...2...9......4...5...1.....4...78..3.1...3..8...6...2.9.....4...5...  10.6 10.6 03.4   
1....6.8..5....1....8....46..5..48..3..27............2.7..9.......3...9...4..16..  10.6 10.6 03.4   
1....67.............973...4.....78.....94...2..5.2..9..6....1..8..........25...3.  10.6 10.6 03.4   
1....67......8...6.6.3......7...1..3..4.2..5.9.....4...3...7..8...5.......2....9.  10.6 10.6 03.4   
1....67......8..3...93....5....9.....7...45.....2....361....4....2.....8.4...5.6.  10.6 10.6 03.4   
1....67...5.........9.3...4.....58....8.4..2....2....3..29....87.....5...6...1...  10.6 10.6 03.4   
1....67...5..8......92...5........9...4...2.3...3..5.4..59...4.8....1....6..7....  10.6 10.6 03.4   
1....67...5.....3...9.3...4.4.....9.8....72..........5.....1.....267.8..6..82....  10.6 10.6 03.4   
1....6....5....2....9.7..4...4.9..7..3......8...2..5....6..4.9..9.8....3....1....  10.6 10.6 03.4   
1...5...9..7.......8.7..........48......2..6.9..6...525...6..2...42..3...3...7...  10.6 10.6 03.4   
1...5...9..67......8..........6..4......1...29...25.1...7.6....5....3..1.4....8..  10.6 10.6 03.4   
1...5...9..67......8...2..........73....4.1..9.....65..7.6.....5...9.3....2..8...  10.6 10.6 03.4   
1...5...9..67............6.2.....95..3..9..1....2....3..7..48..5...2...1.4.8.....  10.6 10.6 03.4   
1...5...9..67...3..8.........8....6......4..19...2.5.......12..5...9...4.7.3.....  10.6 10.6 03.4   
1...5...9..6....3..8....4....4...8...3.....6.9..1....7...2.4...5...91......53...2  10.6 10.6 03.4   
1...5.........92...8.7...4.2...3.9...7.....6...4.....8.9.6....75...7........913..  10.6 10.6 03.4   
1...5......7..9....6.3....4....1..7...12....8.4.8..3..5......9.......6.2.32...8..  10.6 10.6 03.4   
1...5.7....7..9......2...4.2.....1....6....9..8..3...5..9..4...5...1...8...6..3..  10.6 10.6 03.4   
1...5.7.........3...82..........795.3...9.1...6......45...3..9..4...8.....26.....  10.6 10.6 03.4   
1..4....9..6....2..9....6........5...8.3....1.....2.7.31.8.......7..5...9..1....4  10.6 10.6 03.4   
1..4...89......1....9....45..58..9...7...2.......6..2...45..8...6..3.........7..3  10.6 10.6 03.4   
1..4...89......1....8....452....3.....41..5...6..2....3...6...7.7.........95..8..  10.6 10.6 03.4   
1..4.......7.....6.8...31....8..53.....9...6.54......2.3.5...9.8....74....4....2.  10.6 10.6 03.4   
1..4......5...9..6....7....2...4...8..4....7..6...35......1..2......89.5.3.5..8..  10.6 10.6 03.4   
1..4......5...9.3...8.2....2...1.....7....9....48......6...7.9....2..37.7.....65.  10.6 10.6 03.4   
1..4......5..8...6.89...5....8.6.9.3.9.......7......2..3..9...8.....7......2...1.  10.6 10.6 03.4   
1..4.....4.6.8...3.8...3....1.8....6....9.5.......2.7...7...2.......5.9..6.3....4  10.6 10.6 03.4   
1.3....8..5..8......7..1..5...6....4..4.2.9...7.....3....9....6....4.2...3...8.5.  10.6 10.6 03.4   
1.3..6.8.4.6.8.1...8........4...16..........7..7.2..9....5.........9..25.3...84..  10.6 10.6 03.4   
1.3..6.8.4.6...1...8.......2...7.......9....5.6...34......2...7.4...18.....5...9.  10.6 10.6 03.4   
12...6.8............92....52......7...4.3....86...2.......9...4.7...8.1....5..3..  10.6 10.6 03.4   
12...6.....7.8....6..2...........8...9...3.2...5.1...43..9...6...4.7.1..........8  10.6 10.6 03.4   
12...6...4...8...2..92.......7....5..1...4..8...3..9......9.3..6....2..4...5...7.  10.6 10.6 03.4   
12..5....45...92....9.........8....3..5.9.4.......7.6...2.4.1.....3...7.6.......8  10.6 10.6 03.4   
12..5....45...91....9.............7...1.2.5.....6....3.....7..8..4.9.2..8..3...6.  10.6 10.6 03.4   
.....6..9...78..2.7..2..6...3....4....1.3....8....2.9...5...9...4.5....19....8.6.  10.6 10.6 02.8   
.....6...4.6.8.1...8..1...52.79.........7..2..4...15...6...84..........39...3..5.  10.6 10.6 02.8   
....567.......9.3...92....42...7.6...8.9.....9....3.5..1.........48....1..8...3..  10.6 10.6 02.8   
....56......7....3.....164.2.......8.85.94.....9....1..3.8.....7.......2..1.6..5.  10.6 10.6 02.8   
...4...894.....1....9.....52....7....3..6...1..41..8.....9..5..6......2..7..32...  10.6 10.6 02.8   
...4..7....71.9...6...7......6.4.1..5......2..8......33..7...51..1.9.6.....2....8  10.6 10.6 02.8   
